mass,friction,force,time,gravity,displacement
2.803441507229449,0.7331878773994339,23.442040951326344,3.6343206249747757,10.629899663115294,3.4236972244537336
6.067292216797737,0.2947185025437107,21.51964168977506,4.869382318315955,9.063627560169483,8.711252428577145
1.4917606972761117,0.15309097409227712,13.553203078411356,6.154453521214943,10.182572030454708,65.03456591091718
8.562977871307357,0.296756065517812,36.70974047426343,1.6848757194848551,9.596982308117003,1.9484899756327732
5.208041548673205,0.5675167532170761,6.763519591173913,8.16588927717805,8.967698595106334,-0.00010259597044079706
9.310804730364403,0.9101028775639313,28.107854590211037,6.952543732078392,8.573065089449171,-0.00012715268644274935
9.25009686372909,0.6728900731819458,42.62468213763011,3.730110280149119,10.935930507933172,-6.464024118587329e-05
7.006534696012784,0.8311914743410116,35.62738825697689,5.442224976202123,11.046565313968868,-7.940459185003814e-05
9.825656572630912,0.18312784440558078,8.770332284641565,2.8733216695301005,11.159296191969936,-2.1604513368649815e-05
5.559915448758071,0.6321993940751837,21.486441826876465,5.502513359493404,10.400737668874381,-0.00016295626973003124
7.918928575953624,0.8524575753471834,6.591643076565374,8.391347090758565,8.561752587316805,-0.0001219479507193268
9.499502236160113,0.2095036202350042,4.734068690740394,1.8710226209253427,10.888507725186333,-1.035754568541773e-05
4.2564708478290045,0.6085908811300608,4.852364212939733,3.3500360720996127,11.676302285923171,-3.728687163065803e-05
5.151860247434111,0.28817340632687427,20.983489685113028,1.2571427656671152,10.439280887212643,0.8174546045774493
9.640481809459878,0.7215993554969077,14.412810292135575,2.3717458934210347,9.364521780336537,-3.430847585300495e-05
9.663275701704155,0.76541961911201,20.685627295041257,2.745392712011169,8.29732395794491,-3.292278906172426e-05
4.82217253716436,0.2625420219926107,27.459759845533387,7.7564355860135565,9.237344855419378,50.457182293103074
6.228421968785043,0.7951891854031861,29.71737084999993,4.413432458202635,9.098401724358865,-9.094058961495347e-05
5.708686443517514,0.2696415007315973,14.074332703157475,6.6746444611193585,11.562037007306937,-0.0001191023838605744
6.322977201285065,0.15644123613738342,23.498305761455388,4.6025620306172925,10.915833007387247,16.30792233000968
2.4400391168190056,0.5694463604748956,12.718326308327665,9.240496794243361,9.634673479771685,0.0020047243370198272
9.771487664104928,0.5445121240578781,40.53988171863299,5.813011490854778,11.197390235674082,-9.416689222060119e-05
4.608062334735502,0.16569386449393456,20.1846481521491,4.350746924390197,11.017848879280177,18.186164717498574
3.313188679078788,0.2073493820369292,36.908513082127655,8.697105054991354,11.503375921994584,108.17458388526127
4.883938015613847,0.9723589304928304,1.4949770345504023,2.1646244243708574,11.762662506428532,-8.289151065199066e-06
3.7970347035982863,0.8649573189921129,36.51551803687532,4.653359477825704,9.826922232119774,10.008536019237317
3.338233057023179,0.5258596844173979,32.8521866415892,9.347064781125434,11.260576685691262,71.91058430158735
2.5513579440816274,0.6392710550636851,16.354170591963353,8.723800883417134,9.750072681250424,5.607398928804302
2.201031688322378,0.412787949737091,17.409587117839052,3.9693960431656183,8.96046140620112,23.507345912724706
9.29780225269828,0.8091514768728695,10.974231783687124,5.045692868862232,10.690906259921782,-5.7832815766332304e-05
1.508491805686064,0.28343537026751264,49.049578882995185,1.3905521762003414,8.052421267910441,21.255208263925297
1.2318759878643675,0.9799732673718385,32.44538922734165,3.2529971021226456,9.007035110580581,49.031649229416324
4.639476895805379,0.3567382164375207,3.858203478250509,3.185000754334388,11.693730786334884,-2.639704005465772e-05
4.277491913800012,0.5637704418271539,45.00633097191607,6.737935693362702,9.164389332327072,58.47001727651256
2.9367425868382977,0.9951925582637795,12.174243007493038,8.213840874749508,11.198059323387985,-0.00011216745991925088
4.4294706355717945,0.5657459198029493,34.677626590932114,2.4524379123369213,9.548349292973128,6.492774768304765
9.407416855204085,0.11182029929475538,10.701245833198746,8.035247574560511,8.189099199569505,5.983345731007293
3.91661408585722,0.17603886628548338,9.491235865104361,4.343372838477478,10.280802680564264,5.117992363570362
5.2854614057396425,0.9006407480577109,5.856422949042448,9.575544478321056,10.85819474032309,-0.00010301179491202415
1.5772267224659584,0.48596923798835157,33.75019850293928,2.6670333221405436,8.890169405831877,37.32740313203677
8.712089318828438,0.8839550391466066,42.886629617166,7.246255280047636,9.326865895901465,-0.00013298370655707837
6.562267848639034,0.8262146860156545,17.76492896163141,7.0699858695365885,11.569171002985845,-0.00010711106522493446
6.399003380335953,0.25584763699863805,40.662440026360855,9.316989004199073,11.98056538589469,64.02144643798236
3.2331488657697856,0.2683058967550456,11.158372368266129,5.792619033017724,9.995442329508212,10.483561879950562
3.946942217248334,0.7684078872882547,44.8311512038619,1.1779138494753298,8.06235934862909,3.369676712075505
4.38432941583806,0.5811596573914166,11.77984620165559,4.579807184150095,9.139247081839004,-5.8612485228639855e-05
2.8388823728766717,0.4005465174204834,25.6863877762396,8.459801297356801,8.543492130655673,79.92134314658519
5.2164925835612515,0.6956321396033723,33.74829583919885,4.171561192845399,10.629440637004727,-6.565880613069558e-05
3.683813600926564,0.6342395174351806,26.367435065717547,8.088257713977452,8.498985382751782,34.65082065259337
7.987566963809761,0.8709287702398224,1.6866072388210818,8.705408083851022,9.273373255519353,-1.956012001529453e-05
3.6448083331403196,0.10237958297344901,10.73661657774886,2.6150604582217807,8.157375324297297,6.412979357069656
1.1748807015983123,0.26643503676952984,38.212359735872845,9.104256300721682,8.304183428980162,232.03703267255594
7.365484499148601,0.3574079861594186,29.951187013596215,9.827619814475172,11.678389680236657,0.00413599152057801
7.9241801741545705,0.6725458894304307,18.95962142821862,2.9749466395858555,10.44648465489416,-3.97767229856551e-05
3.4208928199620043,0.9525259822609216,27.79662860488491,4.306527513259182,11.912626227130753,-6.729035817858144e-05
1.0684590075765112,0.7898914274976793,20.417506710414965,6.0177309185439825,10.590998373079959,78.57743041340858
5.719025601353204,0.14631727876917053,3.4367186337663584,5.789298118312892,9.697146776684027,-3.307145835949985e-05
5.540847762484208,0.826906307729228,25.456035417899248,5.698070362927565,11.749019428405552,-5.011837180823928e-05
2.6498355074288327,0.4758091656603932,42.846256781764225,5.203785093971713,9.63748578713452,68.73114966569845
8.13864332557172,0.9170987150573818,3.5710727369215456,7.07452050838107,10.511018330254814,-3.15972161729651e-05
3.4279094023541363,0.27726043226759656,22.91619774716071,4.257770001978384,8.679912644172374,26.462039053175868
1.428717461624744,0.2379841893258563,46.41756783892158,7.429632375299551,10.526876198257607,184.26926105388034
9.494347690988207,0.5755488768071209,46.31887946545591,7.592460995548765,10.857959492671858,-0.00017724912044365847
9.211962409757419,0.9683592504159212,2.6103047197582403,8.297774269135667,11.53598085098451,-2.4907330669357504e-05
5.501883906593291,0.7041451072430288,6.097904968608095,8.149672547025883,11.541027002206999,-8.77649107639802e-05
8.153488959986847,0.8795142061791796,4.2906410727278,1.0897133592711354,10.034545435532095,-6.590027164764002e-06
3.969895231294887,0.7260904272085199,20.31934267192794,8.701182454759078,10.678866371643561,-0.00018636557623624304
8.339841701307499,0.2933459695370568,40.74733441890953,6.925600548789466,8.349914216763358,35.226093541199845
4.042786445941985,0.9899864804666197,5.701764190056626,8.145701941951138,10.193991693314434,-0.00011118119892911922
1.3162422459842478,0.3255475937703247,18.159036237663024,2.2581073003542675,10.943451801957583,19.704363292304453
2.760448000692682,0.42661201489495315,30.484805799092104,3.0940409366858135,10.804251920919306,22.34794382829442
8.538542105286325,0.30632828154980946,16.266885839508813,5.909123048035812,9.55606006475958,-0.00015010508538666103
1.3857358739976298,0.4770982981015398,23.604159049882178,5.286354367826027,10.302490951168695,72.32132190416333
9.938539463103233,0.8487614726474012,33.998600979636315,4.551690750193194,9.19180625090684,-4.3704662074004447e-05
1.526098542276249,0.7086204187095457,24.79795316730251,1.2437078647272384,8.133367622688288,6.954473630907633
3.275350808397424,0.45999979406729996,16.357091735481987,5.533336173741828,9.57601348880604,7.616992099937402
1.2683350804002802,0.16168250986496957,27.65195208273289,4.592939393210971,10.22512621136434,83.47293577462176
1.7607394486730565,0.7683094531158329,45.22711574506525,3.838379154480789,11.273479069252128,60.027318423298226
5.9322056673707495,0.5768612813250018,14.453292733376854,2.67018298026103,8.28488670562827,-3.2042534240988954e-05
